Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Steps,Total Reps,Total Sets,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Virtual Cycling,2025-05-21 20:03:27,false,"ROUVY - Tempo Tamer | Block 2: Half-Distance Triathlon","37.52","663","01:16:00","128","142","3.3","--","--","29.6","72.0","364","285","--","--","--","--","--","84","96","160","70.0","166","152","240","--","--","--","--","--","--","--","--","No","00:01:00.0","19","--","--","--","--","--","--","--","--","--","01:15:58","01:16:00","2","83"
Open Water Swimming,2025-05-21 18:15:09,false,"Eindhoven Open Water Swimming","1,272","392","00:42:21","117","151","2.6","--","--","3:20","1:37","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","759","65","18","--","--","--","-5","20.0","No","00:06:57.2","3","22.0","--","--","--","--","--","--","--","--","00:35:09","00:42:21","--","--"
Strength Training,2025-05-20 18:17:54,false,"Strength","0.00","146","00:20:28","109","156","1.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","150","75","9","-2","--","No","00:20:28","1","--","--","--","--","--","--","--","--","--","00:10:08","00:20:28","--","--"
Virtual Cycling,2025-05-20 12:12:45,false,"ROUVY - Easy Money | Master's plan","7.02","215","00:27:10","128","140","2.1","--","--","15.5","72.0","246","122","--","--","--","--","--","85","92","141","18.0","142","138","169","--","--","--","--","--","--","--","--","No","00:00:30.0","19","--","--","--","--","--","--","--","--","--","00:27:02","00:27:10","1,749","1,973"
Virtual Cycling,2025-05-20 11:41:16,false,"ROUVY - Ramp Test","7.54","187","00:22:23","132","175","2.7","--","--","20.4","39.9","168","6","--","--","--","--","--","83","95","190","33.0","150","147","309","--","--","--","--","--","--","--","--","No","00:00:00.0","13","--","--","--","--","--","--","--","--","--","00:22:01","00:22:52","35","196"
Strength Training,2025-05-20 08:42:25,false,"Strength","0.00","21","00:05:42.2","82","102","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","38","19","3","--","--","No","00:05:42.2","1","--","--","--","--","--","--","--","--","--","00:01:24.0","00:05:42.2","--","--"
Strength Training,2025-05-20 08:23:19,false,"Strength","0.00","53","00:11:50","90","113","0.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","122","61","6","-2","--","No","00:11:50","1","--","--","--","--","--","--","--","--","--","00:07:48.6","00:15:51","--","--"
Yoga,2025-05-19 20:13:38,false,"Yoga","--","38","00:21:16","65","101","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-2","--","No","00:21:16","1","--","14","8","19","4","20","24","40","80","00:21:16","00:21:16","--","--"
Yoga,2025-05-19 19:58:11,false,"Yoga","--","32","00:12:19","76","97","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-2","--","No","00:12:19","1","--","14","9","21","-9","77","68","68","93","00:12:19","00:12:19","--","--"
Virtual Cycling,2025-05-18 14:45:01,false,"ROUVY - Basic Endurance 3h","108.15","1,239","03:02:47","115","125","3.2","--","--","36.1","72.0","23","1,268","--","--","--","--","--","87","100","121","108.0","130","120","133","--","--","--","--","--","--","--","--","No","00:10:00","7","--","--","--","--","--","--","--","--","--","03:02:32","03:05:34","43","940"
Yoga,2025-05-17 22:17:17,false,"Yoga","--","22","00:13:51","63","95","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:13:51","1","--","14","10","18","-56","80","24","27","87","00:13:51","00:13:51","--","--"
Virtual Cycling,2025-05-17 17:15:36,false,"ROUVY - All out 5 minutes | Work on VO2 Max","33.08","520","01:03:25","132","162","3.4","--","--","33.1","43.7","57","37","--","--","--","--","--","86","100","174","75.0","185","151","229","--","--","--","--","--","--","--","--","No","00:00:59.9","19","--","--","--","--","--","--","--","--","--","01:03:14","01:06:50","10","24"
Cycling,2025-05-16 10:17:46,false,"Maasmechelen Cycling","58.84","1,059","02:13:14","126","144","3.1","--","--","26.5","34.5","126","148","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-18","--","No","00:09:35.7","12","--","25","13","37","--","--","--","--","--","02:11:15","02:14:52","16","49"
Cycling,2025-05-14 09:18:42,false,"Eindhoven Cycling","57.28","1,143","02:05:21","130","165","3.3","--","--","27.4","49.4","160","133","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-18","--","No","00:07:13.1","12","--","27","15","41","--","--","--","--","--","02:02:24","02:05:21","15","51"
Cycling,2025-05-13 15:17:56,false,"Eindhoven Cycling","40.37","706","01:25:28","125","147","2.6","--","--","28.3","42.7","148","126","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-10","--","No","00:01:22.7","13","--","22","14","35","--","--","--","--","--","01:25:00","01:25:28","14","27"
Pool Swim,2025-05-12 19:34:26,false,"Pool Swim","1,800","445","00:53:05","113","154","2.4","--","--","2:02","1:41","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","834","84","23","--","--","--","--","--","No","00:00:12.8","38","--","--","--","--","--","--","--","--","--","00:36:37","01:23:38","--","--"
Running,2025-05-12 12:31:00,false,"Eindhoven - z2","8.55","569","00:52:34","140","152","3.0","166","171","6:09","5:12","7","9","0.98","9.2","9.0","275","6:10","--","--","263","0.0","--","262","313","--","--","--","8,700","--","--","-12","--","No","00:00:49.3","10","--","31","18","44","--","--","--","--","--","00:52:30","00:53:22","15","20"
Virtual Cycling,2025-05-11 18:13:59,false,"ROUVY - 100 Minute Ride | Push Harder","47.48","734","01:40:21","116","126","2.8","--","--","28.5","58.1","372","332","--","--","--","--","--","85","95","129","68.0","136","128","143","--","--","--","--","--","--","--","--","No","00:09:59.9","7","--","--","--","--","--","--","--","--","--","01:40:04","01:40:42","2","96"
Strength Training,2025-05-10 18:38:56,false,"Strength","0.00","213","00:34:04","107","150","1.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","288","144","14","--","--","No","00:34:04","1","--","--","--","--","--","--","--","--","--","00:15:00","00:34:58","--","--"
Running,2025-05-10 10:15:07,false,"Eindhoven Running","5.01","343","00:31:29","135","145","2.5","164","174","6:17","5:15","4","4","0.97","9.2","8.9","275","6:16","--","--","257","0.0","--","254","315","--","--","--","5,180","--","--","-8","--","No","00:00:03.6","6","--","--","--","--","--","--","--","--","--","00:31:15","00:31:29","16","21"
Virtual Cycling,2025-05-09 13:44:53,false,"ROUVY - Hilly Endurance","44.04","640","01:36:28","117","128","2.5","--","--","29.4","66.1","310","535","--","--","--","--","--","85","93","126","58.0","136","124","143","--","--","--","--","--","--","--","--","No","00:10:00","8","--","--","--","--","--","--","--","--","--","01:36:24","01:42:56","1,184","1,523"
Pool Swim,2025-05-09 10:20:34,false,"Pool Swim","2,000","479","00:54:42","118","143","2.7","--","--","2:00","1:13","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","863","82","22","--","--","--","--","--","No","00:00:05.5","44","--","--","--","--","--","--","--","--","--","00:39:57","00:59:59","--","--"
Yoga,2025-05-08 21:32:23,false,"Yoga","--","15","00:10:27","59","77","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:10:27","1","--","13","10","17","3","10","13","20","49","00:10:27","00:10:27","--","--"
Running,2025-05-08 18:11:52,false,"Eindhoven Running","8.61","555","00:48:58","138","156","3.1","167","181","5:41","4:06","10","7","1.05","8.8","9.2","269","5:43","--","--","284","0.0","--","282","394","--","--","--","8,104","--","--","-9","--","No","00:00:30.0","23","--","30","19","38","--","--","--","--","--","00:48:54","00:49:28","19","26"
Virtual Cycling,2025-05-07 20:49:56,false,"ROUVY - To The Other Side | Master's plan","11.58","354","00:45:00","118","136","2.4","--","--","15.4","67.6","393","100","--","--","--","--","--","78","92","153","43.0","148","137","214","--","--","--","--","--","--","--","--","No","00:00:30.0","35","--","--","--","--","--","--","--","--","--","00:44:58","00:45:00","5","301"
Yoga,2025-05-06 21:28:38,false,"Yoga","--","21","00:13:14","62","98","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:13:14","1","--","14","9","17","-69","90","21","33","91","00:13:14","00:13:14","--","--"
Running,2025-05-06 17:53:48,false,"Eindhoven Running","7.51","478","00:45:18","130","138","2.6","164","172","6:02","3:46","6","4","1.01","9.1","9.2","275","6:02","--","--","268","0.0","--","268","478","--","--","--","7,428","--","--","--","--","No","00:03:00.9","8","--","33","21","39","--","--","--","--","--","00:45:16","00:47:08","13","19"
Pool Swim,2025-05-05 19:32:37,false,"Pool Swim","1,950","513","00:58:28","115","168","2.6","--","--","1:57","0:38","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","853","80","22","--","--","--","--","--","No","00:00:03.9","41","--","--","--","--","--","--","--","--","--","00:38:05","01:06:31","--","--"
Yoga,2025-05-04 19:30:12,false,"Yoga","--","39","00:18:09","71","99","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:18:09","1","--","15","10","19","7","73","80","55","90","00:18:09","00:18:09","--","--"
Running,2025-05-04 16:46:50,false,"Eindhoven - Brick 2","6.42","413","00:38:21","129","138","2.6","164","172","5:59","4:17","6","6","1.02","9.0","9.2","272","5:58","--","--","272","0.0","--","270","415","--","--","--","6,306","--","--","-9","--","No","00:02:27.3","7","--","34","23","41","--","--","--","--","--","00:37:59","00:38:21","12","17"
Virtual Cycling,2025-05-04 13:50:41,false,"ROUVY - Brick 1 - 2025-05-04","90.40","1,317","02:48:39","120","135","3.5","--","--","32.9","49.4","192","80","--","--","--","--","--","87","98","142","135.0","161","139","164","--","--","--","--","--","--","--","--","No","00:05:09.0","9","--","--","--","--","--","--","--","--","--","02:47:53","02:52:09","-16","4"
Running,2025-05-03 17:23:07,false,"Eindhoven Running","16.07","1,025","01:32:15","132","140","3.6","168","176","5:44","4:47","50","29","1.04","8.8","9.1","267","5:44","--","--","286","0.0","--","285","393","--","--","--","15,486","--","--","-17","--","No","00:00:27.6","17","--","33","16","42","--","--","--","--","--","01:32:09","01:34:17","12","24"
Cycling,2025-05-02 14:50:57,false,"Eindhoven Cycling","48.60","773","01:46:18","119","139","2.6","--","--","27.4","44.5","144","149","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-12","--","No","00:01:24.3","17","--","24","14","36","--","--","--","--","--","01:46:12","01:48:22","13","29"
Pool Swim,2025-05-02 11:48:53,false,"Pool Swim","2,500","399","01:05:58","97","129","2.0","--","--","2:08","1:44","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","1041","85","20","--","--","--","--","--","No","00:00:02.6","51","--","--","--","--","--","--","--","--","--","00:53:16","01:12:51","--","--"
Running,2025-05-01 18:06:55,false,"Eindhoven Running","10.27","657","01:00:32","136","148","3.1","166","171","5:54","4:27","5","5","1.02","9.0","9.2","273","5:54","--","--","270","0.0","--","270","401","--","--","--","10,012","--","--","-11","--","No","00:01:33.4","11","--","28","19","39","--","--","--","--","--","01:00:28","01:01:34","18","22"
Cycling,2025-04-30 18:23:39,false,"Eindhoven Cycling","33.11","598","01:08:17","124","139","2.5","--","--","29.1","43.3","99","99","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-8","--","No","00:06:46.8","7","--","23","14","34","--","--","--","--","--","01:08:16","01:13:37","13","23"
Strength Training,2025-04-29 17:10:55,false,"Strength","0.00","367","01:11:05","102","150","1.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","152","76","22","-5","--","No","01:11:05","1","--","--","--","--","--","--","--","--","--","00:16:52","01:13:02","--","--"
Running,2025-04-29 14:49:06,false,"Eindhoven - 8x1'","9.73","639","00:54:11","145","166","3.5","169","181","5:34","4:07","27","10","1.06","8.7","9.1","264","5:36","--","--","290","0.0","--","285","406","--","--","--","9,078","--","--","-12","--","No","00:00:10.7","23","--","29","16","38","--","--","--","--","--","00:54:01","00:54:59","14","22"
Running,2025-04-27 16:21:28,false,"Eindhoven Running","5.55","359","00:31:08","138","147","2.9","166","174","5:37","4:46","3","6","1.08","8.7","9.3","266","5:36","--","--","283","0.0","--","282","353","--","--","--","5,166","--","--","-6","--","No","00:03:05.1","6","--","29","21","36","--","--","--","--","--","00:30:58","00:33:49","13","17"
Cycling,2025-04-27 13:06:32,false,"Eindhoven Cycling","80.62","1,332","02:51:17","127","146","3.2","--","--","28.2","39.1","202","202","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-24","--","No","00:01:13.2","17","--","26","19","36","--","--","--","--","--","02:50:20","02:55:29","9","27"
Running,2025-04-26 11:09:00,false,"Eindhoven - Long run","15.06","970","01:29:01","135","144","3.4","170","177","5:55","4:57","23","17","1.00","8.9","8.8","267","5:55","--","--","271","0.0","--","270","339","--","--","--","15,058","--","--","-23","--","No","00:00:19.7","16","--","34","19","42","--","--","--","--","--","01:28:57","01:30:16","20","31"
Virtual Cycling,2025-04-25 18:24:16,false,"ROUVY - All out 5 minutes | Work on VO2 Max","33.67","523","01:00:00","131","160","3.5","--","--","33.7","43.6","57","39","--","--","--","--","--","84","102","175","75.0","185","152","233","--","--","--","--","--","--","--","--","No","00:00:59.9","19","--","--","--","--","--","--","--","--","--","00:59:58","01:00:00","10","24"
Pool Swim,2025-04-25 13:18:41,false,"Pool Swim","2,100","500","01:00:55","111","144","2.5","--","--","2:05","1:30","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","905","84","21","--","--","--","--","--","No","00:00:09.3","47","--","--","--","--","--","--","--","--","--","00:43:55","01:01:14","--","--"
Running,2025-04-24 18:11:05,false,"Eindhoven - z2 run","10.39","673","01:00:39","137","145","3.2","169","174","5:50","5:09","6","8","1.02","8.9","9.0","268","5:51","--","--","274","0.0","--","273","329","--","--","--","10,202","--","--","-13","--","No","00:00:39.0","12","--","30","22","38","--","--","--","--","--","01:00:36","01:00:53","17","24"
Yoga,2025-04-23 21:49:40,false,"Yoga","--","26","00:17:44","60","93","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:17:44","1","--","15","10","19","-13","82","69","28","87","00:17:44","00:17:44","--","--"
Virtual Cycling,2025-04-23 18:03:04,false,"ROUVY - 40' Tempo - 2025-04-23","36.47","578","01:10:47","123","134","3.0","--","--","31.3","39.2","73","25","--","--","--","--","--","83","91","148","62.0","161","144","166","--","--","--","--","--","--","--","--","No","00:09:59.9","4","--","--","--","--","--","--","--","--","--","01:10:03","01:11:34","-5","4"
Strength Training,2025-04-22 18:35:55,false,"Strength","0.00","235","00:42:04","103","138","0.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","292","146","21","-2","--","No","00:42:04","1","--","--","--","--","--","--","--","--","--","00:14:25","00:42:04","--","--"
Running,2025-04-22 16:51:54,false,"Eindhoven - 6x4' T","10.98","712","01:00:13","144","161","3.8","169","177","5:29","4:28","8","9","1.08","8.6","9.2","262","5:30","--","--","297","0.0","--","292","422","--","--","--","10,118","--","--","-13","--","No","00:00:05.8","20","--","30","19","39","--","--","--","--","--","01:00:03","01:01:54","10","20"
Running,2025-04-20 16:27:23,false,"Eindhoven Running","5.03","331","00:29:29","134","143","2.7","161","172","5:52","4:00","--","5","1.06","8.8","9.3","267","5:51","--","--","277","0.0","--","270","400","--","--","--","4,754","--","--","-6","--","No","00:00:11.1","6","--","31","24","38","--","--","--","--","--","00:28:31","00:29:29","12","19"
Cycling,2025-04-20 13:41:34,false,"Eindhoven Cycling","67.16","1,066","02:31:28","121","138","2.8","--","--","26.6","37.7","175","177","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-19","--","No","00:05:07.1","14","--","22","13","33","--","--","--","--","--","02:29:24","02:36:10","8","24"
Running,2025-04-19 12:47:00,false,"Eindhoven Running","6.58","423","00:39:33","130","138","2.7","167","173","6:01","5:22","6","8","1.00","9.0","8.9","269","6:01","--","--","269","0.0","--","267","320","--","--","--","6,614","--","--","-10","--","No","00:03:28.0","7","--","33","20","41","--","--","--","--","--","00:39:25","00:40:18","12","19"
Running,2025-04-19 10:13:28,false,"Eindhoven Running","4.70","312","00:30:55","126","141","2.4","163","172","6:34","5:05","7","7","0.94","9.2","8.6","275","6:32","--","--","252","0.0","--","243","351","--","--","--","5,052","--","--","-8","--","No","00:04:40.3","5","--","--","--","--","--","--","--","--","--","00:30:54","00:30:55","14","19"
Virtual Cycling,2025-04-18 19:01:52,false,"Threshold","35.50","603","01:12:21","127","149","3.4","--","--","30.0","58.3","230","228","--","--","--","--","--","85","100","168","82.0","180","148","212","--","--","--","--","--","--","--","--","No","00:00:10","42","--","--","--","--","--","--","--","--","--","01:12:18","01:13:42","3","59"
Pool Swim,2025-04-18 11:29:37,false,"Pool Swim","2,200","432","00:56:43","108","126","2.2","--","--","2:04","0:27","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","851","82","19","--","--","--","--","--","No","00:00:08.9","47","--","--","--","--","--","--","--","--","--","00:45:37","00:56:52","--","--"
Running,2025-04-17 17:04:40,false,"Eindhoven - z2 run","12.44","793","01:11:53","135","142","3.3","170","178","5:47","3:54","9","11","1.02","8.8","8.9","265","5:47","--","--","274","0.0","--","274","429","--","--","--","12,200","--","--","-15","--","No","00:02:29.6","13","--","33","20","39","--","--","--","--","--","01:11:49","01:13:46","10","20"
Yoga,2025-04-16 20:38:35,false,"Yoga","--","23","00:11:54","68","91","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:11:54","1","--","14","9","19","52","16","68","42","78","00:11:54","00:11:54","--","--"
Virtual Cycling,2025-04-16 17:09:52,false,"ROUVY - z2 ride - 2025-04-16","59.57","881","02:00:00","117","125","3.0","--","--","29.8","40.3","126","47","--","--","--","--","--","85","95","128","80.0","128","128","138","--","--","--","--","--","--","--","--","No","02:00:00","1","--","--","--","--","--","--","--","--","--","02:00:00","02:03:04","-13","4"
Strength Training,2025-04-15 18:19:46,false,"Strength","0.00","242","00:41:00","107","133","1.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","246","123","24","--","--","No","00:41:00","1","--","--","--","--","--","--","--","--","--","00:15:51","00:41:00","--","--"
Running,2025-04-15 14:11:21,false,"Eindhoven - 5x2k T","15.18","995","01:25:21","146","162","4.2","162","177","5:37","4:22","15","13","1.12","8.3","8.9","256","5:38","--","--","300","0.0","--","280","410","--","--","--","13,810","--","--","-17","--","No","00:00:24.9","32","--","30","15","40","--","--","--","--","--","01:25:09","01:26:06","15","21"
Yoga,2025-04-14 21:13:03,false,"Yoga","--","30","00:15:28","68","104","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:15:28","1","--","14","10","22","79","16","95","41","95","00:15:28","00:15:28","--","--"
Yoga,2025-04-13 22:51:14,false,"Yoga","--","17","00:10:50","63","105","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:10:50","1","--","13","9","17","-27","44","17","24","44","00:10:50","00:10:50","--","--"
Pool Swim,2025-04-13 13:53:03,false,"Pool Swim","2,150","470","01:00:54","108","133","2.2","--","--","2:12","1:11","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","906","87","19","--","--","--","--","--","No","00:00:02.9","39","--","--","--","--","--","--","--","--","--","00:47:24","01:05:52","--","--"
Running,2025-04-13 12:17:13,false,"Eindhoven Running","1.57","101","00:09:35.2","126","137","1.7","166","176","6:07","2:37","2","2","1.01","9.0","8.9","272","6:02","--","--","278","0.0","--","268","659","--","--","--","1,594","--","--","-2","--","No","00:03:31.9","2","--","--","--","--","--","--","--","--","--","00:09:34.3","00:11:07","19","23"
Running,2025-04-13 10:13:54,false,"Eindhoven Running","11.02","717","01:08:14","132","142","3.1","170","176","6:12","3:58","15","16","0.95","9.1","8.6","269","6:12","--","--","260","0.0","--","259","478","--","--","--","11,594","--","--","-17","--","No","00:00:06.4","12","--","38","27","45","--","--","--","--","--","01:08:11","01:08:14","14","25"
Running,2025-04-13 09:49:00,false,"Eindhoven Running","1.70","115","00:10:27","134","142","2.0","162","173","6:08","4:45","6","4","1.01","9.1","9.1","273","6:05","--","--","270","0.0","--","265","393","--","--","--","1,698","--","--","-3","--","No","00:04:25.6","2","--","29","23","36","--","--","--","--","--","00:10:14","00:10:27","17","22"
Cycling,2025-04-12 14:25:24,false,"Eindhoven Cycling","61.90","981","02:24:25","120","133","2.6","--","--","25.7","38.6","149","149","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-18","--","No","00:05:18.5","13","--","22","12","31","--","--","--","--","--","02:22:34","02:37:01","13","35"
Strength Training,2025-04-11 18:22:23,false,"Strength","0.00","184","00:31:08","105","135","0.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","194","97","17","-2","--","No","00:31:08","1","--","--","--","--","--","--","--","--","--","00:15:02","00:31:08","--","--"
Cycling,2025-04-11 16:40:39,false,"Eindhoven Cycling","26.47","490","00:58:50","122","134","2.4","--","--","27.0","40.7","68","67","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-7","--","No","00:03:09.4","6","--","24","17","36","--","--","--","--","--","00:58:19","00:58:50","11","20"
Pool Swim,2025-04-11 10:50:25,false,"Pool Swim","2,000","311","00:52:24","95","128","1.6","--","--","2:03","1:25","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","781","81","19","--","--","--","--","--","No","00:00:09.4","54","--","--","--","--","--","--","--","--","--","00:40:51","00:52:51","--","--"
Running,2025-04-10 19:21:19,false,"Eindhoven - z2 run","8.21","519","00:47:26","131","140","3.0","169","174","5:47","4:56","8","4","1.03","8.8","9.1","267","5:47","--","--","270","0.0","--","270","316","--","--","--","7,976","--","--","-10","--","No","00:02:26.2","9","--","35","20","41","--","--","--","--","--","00:47:24","00:47:49","17","25"
Indoor Cycling,2025-04-09 20:16:41,false,"z2 ride","17.42","376","00:40:02","120","130","2.3","--","--","26.1","27.3","--","--","--","--","--","--","--","88","97","134","29.0","134","134","149","3550","--","--","--","--","--","-6","--","No","00:00:01.8","5","--","26","14","35","--","--","--","--","--","00:40:00","00:40:02","--","--"
Running,2025-04-08 08:53:56,false,"Deltebre Running","6.61","425","00:40:11","129","135","2.6","168","174","6:05","5:14","6","5","0.98","9.0","8.8","271","6:06","--","--","258","0.0","--","258","315","--","--","--","6,742","--","--","-10","--","No","00:03:41.9","7","--","34","20","43","--","--","--","--","--","00:40:09","00:41:55","-1","4"
Multisport,2025-04-06 09:06:36,false,"Deltebre Multisport","50.18","1,686","02:24:05","--","186","5.0","--","--","20.9","--","93","93","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","No","--:--:--","5","--","--","--","--","--","--","--","--","--","--:--:--","02:24:05","47","61"
Running,2025-04-04 19:43:04,false,"Deltebre Running","6.38","418","00:40:20","134","155","2.5","165","172","6:19","4:54","6","4","0.96","9.3","8.9","277","6:21","--","--","250","0.0","--","252","351","--","--","--","6,638","--","--","-5","--","No","00:02:28.8","7","--","29","17","36","--","--","--","--","--","00:40:16","00:52:33","-9","2"
Indoor Cycling,2025-04-02 18:13:22,false,"Easy ride","25.38","531","00:57:01","122","137","2.6","--","--","26.7","29.3","--","--","--","--","--","--","--","86","95","137","43.2","151","133","168","4939","--","--","--","--","--","-6","--","No","00:00:01.4","10","--","23","16","30","--","--","--","--","--","00:56:58","00:57:01","--","--"
Yoga,2025-04-01 20:58:15,false,"Yoga","--","32","00:14:12","68","90","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:14:12","1","--","14","8","20","66","8","74","60","87","00:14:12","00:14:12","--","--"
Running,2025-04-01 18:10:48,false,"Eindhoven Running","7.95","531","00:50:28","131","141","2.7","167","174","6:21","5:01","13","15","0.94","9.3","8.8","276","6:22","--","--","258","0.0","--","258","375","--","--","--","8,406","--","--","--","--","No","00:06:02.5","8","--","35","23","41","--","--","--","--","--","00:50:25","00:50:45","16","23"
Yoga,2025-03-31 21:33:18,false,"Yoga","--","36","00:19:04","64","98","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:19:04","1","--","14","11","19","-67","90","23","34","91","00:19:04","00:19:04","--","--"
Yoga,2025-03-30 22:50:18,false,"Yoga","--","31","00:13:20","70","117","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:13:20","1","--","14","0","20","69","27","96","32","97","00:13:20","00:13:20","--","--"
Running,2025-03-30 19:36:45,false,"Eindhoven - Brick 2","5.07","332","00:30:01","133","140","2.5","167","174","5:55","4:47","15","13","1.01","8.9","9.1","270","5:54","--","--","276","0.0","--","277","358","--","--","--","5,016","--","--","-5","--","No","00:00:30.9","6","--","32","24","37","--","--","--","--","--","00:29:57","00:31:42","17","22"
Indoor Cycling,2025-03-30 17:19:08,false,"Brick 1","61.15","1,302","02:13:50","122","131","3.2","--","--","27.4","28.5","--","--","--","--","--","--","--","87","99","140","106.8","141","140","159","11631","--","--","--","--","--","-18","--","No","00:03:54.2","13","--","26","14","36","--","--","--","--","--","02:13:39","02:13:50","--","--"
Pool Swim,2025-03-30 12:21:23,false,"Pool Swim","1,900","393","00:51:20","107","130","2.1","--","--","2:04","1:40","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","763","82","19","--","--","--","--","--","No","00:00:08.4","54","--","--","--","--","--","--","--","--","--","00:39:15","00:51:48","--","--"
Yoga,2025-03-29 22:00:45,false,"Yoga","--","50","00:28:27","65","89","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:28:27","1","--","13","8","22","52","20","72","40","86","00:28:27","00:28:27","--","--"
Running,2025-03-29 17:26:43,false,"Eindhoven Running","5.15","340","00:30:28","135","143","2.5","166","172","5:55","4:50","5","6","1.02","8.9","9.1","270","5:54","--","--","274","0.0","--","273","353","--","--","--","5,042","--","--","-5","--","No","00:00:54.2","6","--","30","23","37","--","--","--","--","--","00:30:16","00:30:59","16","20"
Running,2025-03-29 11:26:19,false,"Eindhoven Running","5.08","343","00:30:05","138","146","2.7","169","175","5:56","3:36","2","7","1.00","8.9","8.9","268","5:56","--","--","275","0.0","--","274","474","--","--","--","5,068","--","--","-7","--","No","00:00:23.0","6","--","30","24","38","--","--","--","--","--","00:30:04","00:30:05","14","22"
